46.75563,-160.447845,-40.359921,-0.666204,0.005011
46.75563,-160.447845,-40.359921,-0.666204,0.006165
119.08387,-30.927526,79.188133,78.29792,0.005888
119.08387,-30.927526,79.188133,78.29792,0.005984
-132.906616,58.374054,-14.278506,40.670551,0.003696
-132.906616,58.374054,-14.278506,40.670551,0.003751
-180.271179,-43.749226,-16.734152,-79.61425,0.003039
-180.271179,-43.749226,-16.734152,-79.61425,0.003186
-30.299767,-126.668739,-46.449722,-39.610447,0.007097
-30.299767,-126.668739,-46.449722,-39.610447,0.006865
-18.289482,28.76403,101.645653,10.328573,0.004362
-18.289482,28.76403,101.645653,10.328573,0.005139
-235.457047,50.097992,55.354088,-17.741852,0.004206
-235.457047,50.097992,55.354088,-17.741852,0.0041
21.090542,1.619752,-583.816284,-8.697934,0.004958
21.090542,1.619752,-583.816284,-8.697934,0.005371
11.268473,67.078751,-46.726929,11.074901,0.00345
11.268473,67.078751,-46.726929,11.074901,0.003925
100.277512,-97.03363,4.85111,45.987717,0.004832
100.277512,-97.03363,4.85111,45.987717,0.004682
37.091568,91.817261,66.973068,-70.316063,0.005479
37.091568,91.817261,66.973068,-70.316063,0.005159
61.156376,16.269161,8.39599,-23.234961,0.005385
61.156376,16.269161,8.39599,-23.234961,0.006216
-131.951752,139.019516,-0.044847,-50.780895,0.001797
-131.951752,139.019516,-0.044847,-50.780895,0.001713
132.645142,100.535713,-56.866795,0.173601,0.004234
132.645142,100.535713,-56.866795,0.173601,0.005093
7.798265,214.82399,-80.646278,-66.561592,0.004482
7.798265,214.82399,-80.646278,-66.561592,0.004698
